"","9E_est","9E_se","AA_est","AA_se","AQ_est","AQ_se","AS_est","AS_se","B6_est","B6_se","CO_est","CO_se","DH_est","DH_se","DL_est","DL_se","EA_est","EA_se","EV_est","EV_se","F9_est","F9_se","FL_est","FL_se","HA_est","HA_se","HP_est","HP_se","ML (1)_est","ML (1)_se","MQ_est","MQ_se","NW_est","NW_se","OH_est","OH_se","OO_est","OO_se","PA (1)_est","PA (1)_se","PI_est","PI_se","PS_est","PS_se","TW_est","TW_se","TZ_est","TZ_se","UA_est","UA_se","US_est","US_se","VX_est","VX_se","WN_est","WN_se","XE_est","XE_se","YV_est","YV_se"
"1",0,0,7.52714817242123,0.642696339355473,0,0,7.18081501658592,0.379969152556064,0,0,5.31013909679367,0.909173281707641,0,0,8.05616372900468,0.456339841853447,7.10082097662344,1.14658922832672,0,0,0,0,0,0,0,0,5.90909093301352,0.240812057837215,0,0,0,0,4.62090140059838,0.534849652965628,0,0,0,0,11.4479399150212,0.80464951670581,13.6574990953376,0.587022088512694,0,0,9.91965184984141,0.774723497954529,0,0,10.6049833220921,0.717185615214524,8.88113287024311,0.533626152037915,0,0,8.86690007072944,0.469297560735141,0,0,0,0
"2",0,0,6.50944549500079,0.671866410233606,0,0,5.57513478558452,0.365760417725082,0,0,9.67519319654202,1.04877072172772,0,0,9.26747251814258,0.682893739881832,6.38185862766635,0.824082392436532,0,0,0,0,0,0,0,0,6.10802077820757,0.246893602774191,0,0,0,0,4.4030724948085,0.773765238623003,0,0,0,0,2.215683513742,0.718172394204817,0,0,0,0,7.87897663717437,0.660389238114794,0,0,7.49496655061733,0.604656147499557,7.82994919722769,0.716888372231663,0,0,5.585019341775,0.423444055306255,0,0,0,0
"3",0,0,2.79906857391968,1.19753734272646,0,0,3.81123074255053,0.201311252939244,0,0,4.80042475288346,0.583401203905843,0,0,7.39200433858374,0.445700620259159,0,0,0,0,0,0,0,0,0,0,6.81028087736714,0.398722201638691,6.88222100933437,0.869772776154233,0,0,1.52961287683029,0.481330220396886,0,0,0,0,-0.0942070119916243,0.519357738836875,0,0,0,0,6.98567308137104,0.482246426771052,0,0,7.93567108214689,0.675802030488809,4.15031794976816,0.337693261219599,0,0,7.1379878177765,0.436406097496315,0,0,0,0
"4",0,0,4.64905631034878,0.462198959935705,0,0,4.65280700743252,0.410931759160719,0,0,6.55438562937115,0.587852350493091,0,0,6.82596646417297,0.337004528951247,0,0,0,0,0,0,0,0,0,0,2.12825345959492,0.47200061537114,0,0,0,0,0.211203971838304,0.505437353716781,0,0,0,0,0,0,0,0,0,0,2.94626994279839,0.406854958418543,0,0,3.66733148069864,0.481496273159674,4.41980060219916,0.232395915690016,0,0,0.69194693068461,0.211136762754371,0,0,0,0
"5",0,0,7.36177707433313,0.626902782053883,0,0,3.67277648812306,0.232275379081012,0,0,4.95761837246301,0.745712732794852,0,0,10.1759287034453,0.524848159029564,0,0,0,0,0,0,0,0,0,0,4.61702127659574,0.429422063557155,0,0,0,0,3.67756512166657,0.753207240179635,0,0,0,0,0,0,0,0,0,0,2.34792342143827,0.388439270555947,0,0,6.52185827503932,0.557088391543149,5.15775333211365,0.708441521075751,0,0,3.57616170675188,0.346111077541527,0,0,0,0
"6",0,0,6.52834765903218,0.725219450710506,0,0,4.74049457388903,0.209145942725587,0,0,10.7772765324682,1.46068227043031,0,0,6.74763061130517,0.528748168304412,0,0,0,0,0,0,0,0,0,0,8.27152988855116,0.545980947591407,0,0,0,0,2.79150710091174,0.677809499791745,0,0,0,0,0,0,0,0,0,0,8.08941727498292,1.01681633569695,0,0,5.75061462571158,0.659135596842111,6.5043109282699,0.627931239260199,0,0,2.92547834843907,0.229289818434517,0,0,0,0
"7",0,0,7.31673663618089,0.593797636953626,0,0,8.18391180247929,0.402869935412926,0,0,8.17079772112563,0.897138571750804,0,0,6.93817574554917,0.539088511814195,0,0,0,0,0,0,0,0,0,0,9.1989847715736,0.496629681624195,0,0,0,0,3.7539701068543,0.550456130353622,0,0,0,0,0,0,0,0,0,0,9.32137899214197,0.77461816000243,0,0,5.24473856885429,0.69683366533507,5.26958970605244,0.402904705675677,0,0,6.28309572301426,0.34031694827535,0,0,0,0
"8",0,0,11.3969077434034,1.0534366213807,0,0,9.46903839706534,0.447658432716006,0,0,10.2692152883161,1.31061425693076,0,0,13.3335119472509,0.938387360881217,0,0,0,0,0,0,0,0,0,0,12.8221544715447,0.840356500157889,0,0,0,0,6.69218786605319,1.00501901556115,0,0,0,0,0,0,0,0,0,0,12.4386470395078,1.02515063434046,0,0,9.89595405494973,0.92877017887978,9.76368591741692,0.711055416246642,0,0,6.03051881993896,0.485644206014501,0,0,0,0
"9",0,0,7.14470513679394,1.25920101867166,0,0,6.69543641215513,0.380053929868874,0,0,8.26223870062685,1.29825142332276,0,0,10.6722732838216,0.873645252741527,0,0,0,0,0,0,0,0,0,0,8.91801619433198,0.690640427583449,0,0,0,0,10.9140957814977,1.28339055038994,0,0,0,0,0,0,0,0,0,0,7.16054963100048,1.00023796255296,0,0,7.44797731257616,0.616371649301733,6.44402200985774,0.716601918708963,0,0,5.7920892494929,0.356045280029042,0,0,0,0
"10",0,0,4.64707367277769,1.05423420176623,0,0,10.8683500826041,0.771707584190796,0,0,9.93619222381122,1.48669526830344,0,0,8.55753717275313,0.941300815144715,0,0,0,0,0,0,0,0,0,0,14.0704828584085,1.06992705547528,0,0,0,0,11.0123402207247,2.35636746555284,0,0,0,0,0,0,0,0,0,0,11.8368247262882,1.28614408434351,0,0,12.8657254141881,1.29645669716579,6.93817604152985,0.880788900189797,0,0,6.83418107833164,0.447179780883232,0,0,0,0
"11",0,0,10.9156047619816,1.3779102505656,0,0,9.90487507215447,0.79005449115718,0,0,8.01409547563551,1.72448372033125,0,0,7.42315102001764,0.915061135446004,0,0,0,0,0,0,0,0,0,0,11.9468845760981,0.932711791255592,0,0,0,0,4.47164762947895,0.935246996153876,0,0,0,0,0,0,0,0,0,0,10.625232972858,1.61309704355674,0,0,10.8056663042914,1.24039381036143,11.2060007184843,1.17891874666151,0,0,7.46099290780142,0.654304911493517,0,0,0,0
"12",0,0,10.5580408592561,2.26837152685833,3.30121566316684,0.155225409984209,12.9089718490227,1.26510932496546,0,0,6.33213844571116,1.28690982193449,0,0,6.43958708297541,0.847093829509309,0,0,0,0,0,0,0,0,0,0,16.5850840336134,1.47264937515675,0,0,0,0,4.4900122927127,1.0201459281573,0,0,0,0,0,0,0,0,0,0,8.48146923873774,1.12045478169076,0,0,17.4040102847594,1.62890652794811,9.59301843535976,1.15246171931484,0,0,9.8010152284264,0.742951471846886,0,0,0,0
"13",0,0,5.14866895657067,1.11224633116887,4.55623237900976,0.576239883386685,13.6143151474133,0.953530758924025,0,0,5.17689939434151,1.31700209169567,0,0,7.11362983194665,1.11795209778405,0,0,0,0,0,0,0,0,0,0,10.9824198552223,1.07665825704636,0,0,12.0278882383135,1.22872900946292,2.65010095055419,0.877513722901015,0,0,0,0,0,0,0,0,0,0,5.62148011232343,0.763386407809602,0,0,9.82396246455515,1.69687100546573,2.82369893831073,0.672052550312726,0,0,6.44197780020182,0.533182174480986,0,0,0,0
"14",0,0,2.36200220319168,1.00960272395979,0,0,4.80397892365885,0.641760965684161,0,0,0.4454461989271,0.500841576417517,0,0,8.54214869682391,0.996883241229256,0,0,0,0,0,0,0,0,0,0,-0.473259334006054,0.450094189696429,0,0,4.67524632558643,1.00182391779764,6.4870638738551,1.08682896697573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18855886851664,0.725663931402625,4.57904197951365,0.902783665567668,0,0,3.76961770623742,0.451169673875819,0,0,0,0
"15",0,0,0.023620571057607,0.657878283896925,0,0,1.27227097578255,0.718393634306565,0.37625754527163,0.50722761938675,2.90873317874626,1.50175496578126,8.15213659449605,1.40639492787456,3.46861099045938,0.774795131819897,0,0,8.98555811498351,1.60783900985049,0,0,6.26663456526311,1.06125325580034,-0.510484060367836,0.290790481317025,4.07583417593529,0.955245962174442,0,0,2.31236037334627,1.28638347106725,0.984253585580738,0.720684652730964,0,0,2.73186465501915,0.429733432929674,0,0,0,0,0,0,0,0,4.49770898093112,1.11819065646698,-1.7907112488335,0.615644211410466,4.6514328171218,0.830678366940653,0,0,2.6105476673428,0.506365053839834,5.73434150429028,1.20118994827911,0,0
"16",0,0,10.598906169543,1.84001224352446,0,0,5.40523516845118,0.822263996623518,0.198066395568235,0.576095129624487,10.3131258336867,1.40402763432532,9.17446928401513,1.93766390630558,9.54707227065881,1.37179512570392,0,0,1.38778755699104,0.745181024522182,0,0,8.70406112239089,1.26431160277596,-0.948725810275808,0.421443391261206,8.4994923857868,1.08730672342189,0,0,10.9288610060261,1.43438077252683,4.97784890926032,0.75530124768509,2.41453353164626,0.792150719473313,5.31201654486056,0.730886913753658,0,0,0,0,0,0,0,0,5.71517515523016,1.45892945827823,6.39451405194665,1.11514450190016,2.05610303949465,0.809616633362134,0,0,5.79737903225806,0.687956817991552,9.01162213065166,1.00948635264647,0,0
"17",0,0,4.68576908146342,0.951212066248142,0,0,13.9151702116779,1.98374592667148,11.2420146941142,1.74881243538506,8.4806631025328,1.25833187818892,3.00126026444614,0.930303072877593,6.97872828771521,1.01552592021642,0,0,9.85236564192914,1.73202449948766,4.40521564694082,0.702592977757865,14.0659667946745,1.99139035144321,-2.65800145669153,0.149794789702704,2.96408669229655,0.608704856870679,0,0,7.08232440249133,0.9573274331611,7.5780226133676,1.35056250856717,3.54541399691474,0.821590184036698,3.60182571904024,0.840782507013502,0,0,0,0,0,0,0,0,3.74007455549324,1.13399023442093,6.76888827121523,1.10885499334357,7.76304392069158,1.02985112160673,0,0,5.55589123867069,0.689339183234781,7.79102205802204,1.29858425398408,0,0
"18",0,0,9.6084715557871,1.41859075527823,1.79316414371299,0.327115098500898,8.67105007971375,1.13582242551781,7.22512995122038,1.1614761420338,13.5637216647312,1.99665522699243,0,0,3.79488873128587,0.854620866984841,0,0,11.6334096157397,1.86831766979265,4.56708362445164,0.406959124854307,10.5838015842292,1.62805293878155,-1.01103825106095,0.713213247563207,0,0,0,0,8.15426458226157,0.87963388691925,6.13967634348994,0.952964829765799,4.81467889181824,0.935511622063638,5.08012929784112,0.740186464832144,0,0,0,0,0,0,0,0,15.158846899453,1.77779192839587,11.5504552216122,1.41998923658977,5.39520070974709,0.810554720805102,0,0,4.41212121212121,0.666080962306202,10.3048145721736,1.45688758700079,10.8051022634214,2.09627352947774
"19",7.52233373598695,1.91068264936689,17.1735548384042,2.49065647093982,-0.869807505910828,0.427485291886993,6.65372736331779,1.09497779522864,16.3094267448476,2.9145588039927,13.053202844205,1.85373564647831,0,0,6.69880305338957,1.09897104084923,0,0,14.5113793086222,1.90881790895764,9.16750756811302,1.4793137316975,5.96848946725391,1.00909351451909,0.383359061880143,0.80401627648826,0,0,0,0,16.5044654603575,2.60964839774021,13.2239875275844,2.14324692699736,14.166222254643,1.42345364847722,12.2050018648323,1.73927273827878,0,0,0,0,0,0,0,0,0,0,12.6222742666368,1.72955382241265,12.8428010536205,1.08238910616887,0,0,4.36068895643364,0.842624939812011,13.8716317786702,2.44722097132128,12.5136977875232,1.68277415479413
"20",8.11366309208601,1.60695692307839,17.0977338427643,1.7336121476475,-2.25574510781219,0.305096698483098,3.38748231325545,1.05623309395544,11.5387967707086,2.13867881998707,10.2601176179649,1.49268994911388,0,0,6.2184511237429,1.17423414267269,0,0,9.13317095090803,1.32088923287691,7.2035568918295,0.687157538615829,11.5110244500542,1.63134133758524,0.124408835384064,0.940126497613872,0,0,0,0,13.4714403273067,2.01988899386003,10.8958863691873,2.12299376338011,11.2114385145451,1.42323603819044,8.3943311706359,1.47587071974531,0,0,0,0,0,0,0,0,0,0,17.4924486986274,2.57689107620864,2.99703298151881,1.15851370659849,0,0,6.55353535353535,0.929238923948709,11.9612192978135,1.54436582594053,16.019233191094,2.37833349467328
"21",0.376342432402025,0.8582514883324,8.66552175713693,1.70235672256149,0,0,3.42495428099165,0.72296165479666,8.62542673311494,1.88003775894822,9.57287540933601,1.72663073264058,0,0,5.4270603420686,1.05639863751039,0,0,15.4963456182068,2.16300594367528,7.36555891238671,0.768833430860069,9.23369981001869,1.5530247985179,1.20858162483378,1.22478377736063,0,0,0,0,9.24956978851888,1.92356241546905,7.15400448714609,2.33182563801727,9.96720730969878,1.31581065896709,2.77765370727633,0.750758269380273,0,0,0,0,0,0,0,0,0,0,3.55581724142549,1.6571080924194,4.84708664931107,1.03814238145498,0,0,3.04887983706721,0.939305937233732,6.47995991551516,1.79139630997061,6.34510204440437,1.88854595595552
"22",5.11639891383008,1.21584602096107,5.29059244936365,1.35264351874771,0,0,-4.0225594053969,0.482899832266122,3.57373009476032,1.80542534076906,2.07660695934941,0.950311534847303,0,0,5.00745083461436,1.50783470814126,0,0,6.33164059701507,1.6991752237075,7.14892676782584,1.31173199526835,5.14174458720704,1.51450173975771,0.21950802379629,0.120844982274834,0,0,0,0,7.56179830041996,1.25136478287965,0,0,6.9393396886017,2.07410376131264,6.51425962633477,1.22611480408842,0,0,0,0,0,0,0,0,0,0,-1.78399524659155,1.23789696452836,-0.170267285286785,0.792615558685968,0,0,4.55724848774988,0.873715318457857,9.64850177206926,1.49861741199914,2.79032186299568,1.01466812691141
"23",0,0,7.84764994697754,1.57524089368185,0,0,-1.84841405591515,0.876968648422498,10.7139546700821,1.85232895873763,9.31968101485275,1.41881577500179,0,0,3.87141214079534,1.19976425411489,0,0,11.1063819845223,1.89415148975508,9.07619834552069,1.7785749975916,4.06831799230895,1.52798564560381,1.35054592612061,0.499840458893126,0,0,0,0,8.40744415598677,2.55032494208894,0,0,0,0,7.13647726230356,1.12751187668237,0,0,0,0,0,0,0,0,0,0,3.74578842135126,1.43153217272392,3.35555278412524,0.725617977772266,0,0,7.92855728964959,1.29484512884043,11.4719487036256,1.65822699087033,2.80387901129931,0.845290692003872
"24",0,0,2.61773956249928,2.35616442249194,0,0,-2.90015595976331,0.603763915679399,1.14352421808107,1.09833601758472,0,0,0,0,-0.301336144162817,2.05734579981207,0,0,7.776575031044,1.90414844539137,7.06538761726874,0.935554509295231,-1.47715841758902,0.641487511089025,2.25207994822598,4.7069691965177,0,0,0,0,-0.784387821677326,0.727795984311784,0,0,0,0,2.78620519517744,0.902320741318588,0,0,0,0,0,0,0,0,0,0,7.76703569347498,1.90214499688177,-1.86500590911952,0.96171048158748,2.82831325301205,1.49477073653412,1.65474065622136,0.738800144436794,0,0,0.649005678412798,0.835573492427267
"25",3.81255011351462,1.67222636200675,7.56087604169945,3.3354418054874,0,0,-0.435258491878756,0.711945932879733,11.1706156962581,2.14206310091436,0,0,0,0,-0.603288485724174,0.733789430911392,0,0,14.0644468725723,2.53523947268007,13.2918821424366,1.73701360364838,4.11815362251132,1.22225544702681,3.11634545419471,2.61109746309288,0,0,0,0,12.3827778923871,1.99408916053824,0,0,0,0,5.30597108189439,1.25597786170045,0,0,0,0,0,0,0,0,0,0,3.59626063208076,1.33433335246767,2.32013530060096,0.618066774547833,4.81681681681682,1.78338902016385,4.98066842063206,0.838520327235711,0,0,10.623269101037,1.72017357722062
